PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,FamilySize,Age_z,Fare_z,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,IsAlone_No,IsAlone_Yes
541,1,1,"Crosby, Miss. Harriet R",36.0,0,2,WE/P 5735,71.0,3,0.5098749792230219,0.7807026628391313,1,0,0,0,1,1,0
542,0,3,"Andersson, Miss. Ingeborg Constanzia",9.0,4,2,347082,31.275,7,-1.563906071993705,-0.01869880977838891,1,0,0,0,1,1,0
543,0,3,"Andersson, Miss. Sigrid Elisabeth",11.0,4,2,347082,31.275,7,-1.410292660792466,-0.01869880977838891,1,0,0,0,1,1,0
544,1,2,"Beane, Mr. Edward",32.0,1,0,2908,26.0,2,0.20264815682054385,-0.12484966611715337,0,1,0,0,1,1,0
545,0,1,"Douglas, Mr. Walter Donald",50.0,1,0,PC 17761,106.425,2,1.5851688576316951,1.4935735795786065,0,1,1,0,0,1,0
546,0,1,"Nicholson, Mr. Arthur Ernest",64.0,0,0,693,26.0,1,2.6604627360403685,-0.12484966611715337,0,1,0,0,1,0,1
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",19.0,1,0,2908,26.0,2,-0.79583901598751,-0.12484966611715337,1,0,0,0,1,1,0
548,1,2,"Padro y Manent, Mr. Julian",28.0,0,0,SC/PARIS 2146,13.8625,1,-0.10457866558193422,-0.36909725262175125,0,1,1,0,0,0,1
549,0,3,"Goldsmith, Mr. Frank John",33.0,1,1,363291,20.525,3,0.27945486242116335,-0.23502519947350137,0,1,0,0,1,1,0
550,1,2,"Davies, Master. John Morgan Jr",8.0,1,1,C.A. 33112,36.75,3,-1.6407127775943247,0.0914767235779591,0,1,0,0,1,1,0
551,1,1,"Thayer, Mr. John Borland Jr",17.0,0,2,17421,110.8833,3,-0.9494524271887489,1.583289667316069,0,1,1,0,0,1,0
552,0,2,"Sharp, Mr. Percival James R",27.0,0,0,244358,26.0,1,-0.18138537118255374,-0.12484966611715337,0,1,0,0,1,0,1
553,0,3,"O'Brien, Mr. Timothy",28.0,0,0,330979,7.8292,1,-0.10457866558193422,-0.4905076718726835,0,1,0,1,0,0,1
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,0,0,2620,7.225,1,-0.5654188991856514,-0.5026662211428032,0,1,1,0,0,0,1
555,1,3,"Ohman, Miss. Velin",22.0,0,0,347085,7.775,1,-0.5654188991856514,-0.4915983593444487,1,0,0,0,1,0,1
556,0,1,"Wright, Mr. George",62.0,0,0,113807,26.55,1,2.5068493248391293,-0.11378180431879875,0,1,0,0,1,0,1
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0,1,0,11755,39.6,2,1.431555446430456,0.1488283710785238,1,0,1,0,0,1,0
558,0,1,"Robbins, Mr. Victor",28.0,0,0,PC 17757,227.525,1,-0.10457866558193422,3.930515513725408,0,1,1,0,0,0,1
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,1,1,110413,79.65,3,0.7402950960248805,0.9547699438496172,1,0,0,0,1,1,0
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,1,0,345572,17.4,2,0.5098749792230219,-0.2979107778732433,1,0,0,0,1,1,0
561,0,3,"Morrow, Mr. Thomas Rowan",28.0,0,0,372622,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
562,0,3,"Sivic, Mr. Husein",40.0,0,0,349251,7.8958,1,0.8171018016255001,-0.4891674544258282,0,1,0,0,1,0,1
563,0,2,"Norman, Mr. Robert Douglas",28.0,0,0,218629,13.5,1,-0.10457866558193422,-0.3763919797161213,0,1,0,0,1,0,1
564,0,3,"Simmons, Mr. John",28.0,0,0,SOTON/OQ 392082,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
565,0,3,"Meanwell, Miss. (Marion Ogden)",28.0,0,0,SOTON/O.Q. 392087,8.05,1,-0.10457866558193422,-0.48606442844527137,1,0,0,0,1,0,1
566,0,3,"Davies, Mr. Alfred J",24.0,2,0,A/4 48871,24.15,3,-0.4118054879844123,-0.16207792852980066,0,1,0,0,1,1,0
567,0,3,"Stoytcheff, Mr. Ilia",19.0,0,0,349205,7.8958,1,-0.79583901598751,-0.4891674544258282,0,1,0,0,1,0,1
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,0,4,349909,21.075,5,-0.027771959981314702,-0.22395733767514675,1,0,0,0,1,1,0
569,0,3,"Doharr, Mr. Tannous",28.0,0,0,2686,7.2292,1,-0.10457866558193422,-0.502581702925434,0,1,1,0,0,0,1
570,1,3,"Jonsson, Mr. Carl",32.0,0,0,350417,7.8542,1,0.20264815682054385,-0.4900045872454856,0,1,0,0,1,0,1
571,1,2,"Harris, Mr. George",62.0,0,0,S.W./PP 752,10.5,1,2.5068493248391293,-0.43676213497987365,0,1,0,0,1,0,1
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,2,0,11769,51.4792,3,1.8155889744335538,0.38787808721491257,1,0,0,0,1,1,0
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,0,0,PC 17474,26.3875,1,0.5098749792230219,-0.11705185439558537,0,1,0,0,1,0,1
574,1,3,"Kelly, Miss. Mary",28.0,0,0,14312,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
575,0,3,"Rush, Mr. Alfred George John",16.0,0,0,A/4. 20589,8.05,1,-1.0262591327893684,-0.48606442844527137,0,1,0,0,1,0,1
576,0,3,"Patchett, Mr. George",19.0,0,0,358585,14.5,1,-0.79583901598751,-0.35626859462820387,0,1,0,0,1,0,1
577,1,2,"Garside, Miss. Ethel",34.0,0,0,243880,13.0,1,0.3562615680217829,-0.38645367226008004,1,0,0,0,1,0,1
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",39.0,1,0,13507,55.9,2,0.7402950960248805,0.47683954801157796,1,0,0,0,1,1,0
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",28.0,1,0,2689,14.4583,2,-0.10457866558193422,-0.35710773978637,1,0,1,0,0,1,0
580,1,3,"Jussila, Mr. Eiriik",32.0,0,0,STON/O 2. 3101286,7.925,1,0.20264815682054385,-0.48857985158126105,0,1,0,0,1,0,1
581,1,2,"Christy, Miss. Julie Rachel",25.0,1,1,237789,30.0,3,-0.33499878238379277,-0.04435612576548362,1,0,0,0,1,1,0
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,1,1,17421,110.8833,3,0.7402950960248805,1.583289667316069,1,0,1,0,0,1,0
583,0,2,"Downton, Mr. William James",54.0,0,0,28403,26.0,1,1.8923956800341732,-0.12484966611715337,0,1,0,0,1,0,1
584,0,1,"Ross, Mr. John Hugo",36.0,0,0,13049,40.125,1,0.5098749792230219,0.15939314824968043,0,1,1,0,0,0,1
585,0,3,"Paulner, Mr. Uscher",28.0,0,0,3411,8.7125,1,-0.10457866558193422,-0.4727326858245261,0,1,1,0,0,0,1
586,1,1,"Taussig, Miss. Ruth",18.0,0,2,110413,79.65,3,-0.8726457215881294,0.9547699438496172,1,0,0,0,1,1,0
587,0,2,"Jarvis, Mr. John Denzil",47.0,0,0,237565,15.0,1,1.3547487408298367,-0.34620690208424515,0,1,0,0,1,0,1
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",60.0,1,1,13567,79.2,3,2.3532359136378904,0.9457144205600544,0,1,1,0,0,1,0
589,0,3,"Gilinski, Mr. Eliezer",22.0,0,0,14973,8.05,1,-0.5654188991856514,-0.48606442844527137,0,1,0,0,1,0,1
590,0,3,"Murdlin, Mr. Joseph",28.0,0,0,A./5. 3235,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
591,0,3,"Rintamaki, Mr. Matti",35.0,0,0,STON/O 2. 3101273,7.125,1,0.4330682736224024,-0.504678559651595,0,1,0,0,1,0,1
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,1,0,36947,78.2667,2,1.7387822688329342,0.926933265257501,1,0,1,0,0,1,0
593,0,3,"Elsbury, Mr. William James",47.0,0,0,A/5 3902,7.25,1,1.3547487408298367,-0.5021631365156053,0,1,0,0,1,0,1
594,0,3,"Bourke, Miss. Mary",28.0,0,2,364848,7.75,3,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,1,0
595,0,2,"Chapman, Mr. John Henry",37.0,1,0,SC/AH 29037,26.0,2,0.5866816848236415,-0.12484966611715337,0,1,0,0,1,1,0
596,0,3,"Van Impe, Mr. Jean Baptiste",36.0,1,1,345773,24.15,3,0.5098749792230219,-0.16207792852980066,0,1,0,0,1,1,0
597,1,2,"Leitch, Miss. Jessie Wills",28.0,0,0,248727,33.0,1,-0.10457866558193422,0.016014029498268696,1,0,0,0,1,0,1
598,0,3,"Johnson, Mr. Alfred",49.0,0,0,LINE,0.0,1,1.5083621520310757,-0.6480576784030068,0,1,0,0,1,0,1
599,0,3,"Boulos, Mr. Hanna",28.0,0,0,2664,7.225,1,-0.10457866558193422,-0.5026662211428032,0,1,1,0,0,0,1
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,1,0,PC 17485,56.9292,2,1.5083621520310757,0.4975505359440627,0,1,1,0,0,1,0
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,2,1,243847,27.0,4,-0.4118054879844123,-0.10472628102923592,1,0,0,0,1,1,0
602,0,3,"Slabenoff, Mr. Petco",28.0,0,0,349214,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
603,0,1,"Harrington, Mr. Charles H",28.0,0,0,113796,42.4,1,-0.10457866558193422,0.20517384932469257,0,1,0,0,1,0,1
604,0,3,"Torber, Mr. Ernst William",44.0,0,0,364511,8.05,1,1.1243286240279782,-0.48606442844527137,0,1,0,0,1,0,1
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,0,0,111426,26.55,1,0.4330682736224024,-0.11378180431879875,0,1,1,0,0,0,1
606,0,3,"Lindell, Mr. Edvard Bengtsson",36.0,1,0,349910,15.55,2,0.5098749792230219,-0.3351390402858906,0,1,0,0,1,1,0
607,0,3,"Karaic, Mr. Milan",30.0,0,0,349246,7.8958,1,0.04903474561930482,-0.4891674544258282,0,1,0,0,1,0,1
608,1,1,"Daniel, Mr. Robert Williams",27.0,0,0,113804,30.5,1,-0.18138537118255374,-0.034294433221524895,0,1,0,0,1,0,1
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,1,2,SC/Paris 2123,41.5792,4,-0.5654188991856514,0.18865657484452997,1,0,1,0,0,1,0
610,1,1,"Shutes, Miss. Elizabeth W",40.0,0,0,PC 17582,153.4625,1,0.8171018016255001,2.440127305651523,1,0,0,0,1,0,1
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,1,5,347082,31.275,7,0.7402950960248805,-0.01869880977838891,1,0,0,0,1,1,0
612,0,3,"Jardin, Mr. Jose Neto",28.0,0,0,SOTON/O.Q. 3101305,7.05,1,-0.10457866558193422,-0.5061878135331888,0,1,0,0,1,0,1
613,1,3,"Murphy, Miss. Margaret Jane",28.0,1,0,367230,15.5,2,-0.10457866558193422,-0.3361452095402864,1,0,0,1,0,1,0
614,0,3,"Horgan, Mr. John",28.0,0,0,370377,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
615,0,3,"Brocklebank, Mr. William Alfred",35.0,0,0,364512,8.05,1,0.4330682736224024,-0.48606442844527137,0,1,0,0,1,0,1
616,1,2,"Herman, Miss. Alice",24.0,1,2,220845,65.0,4,-0.4118054879844123,0.6599623523116267,1,0,0,0,1,1,0
617,0,3,"Danbom, Mr. Ernst Gilbert",34.0,1,1,347080,14.4,3,0.3562615680217829,-0.35828093313699566,0,1,0,0,1,1,0
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,1,0,A/5. 3336,16.1,2,-0.25819207678317324,-0.32407117848753597,1,0,0,0,1,1,0
619,1,2,"Becker, Miss. Marion Louise",4.0,2,1,230136,39.0,4,-1.9479395999968028,0.13675434002577333,1,0,0,0,1,1,0
620,0,2,"Gavey, Mr. Lawrence",26.0,0,0,31028,10.5,1,-0.25819207678317324,-0.43676213497987365,0,1,0,0,1,0,1
621,0,3,"Yasbeck, Mr. Antoni",27.0,1,0,2659,14.4542,2,-0.18138537118255374,-0.3571902456652305,0,1,1,0,0,1,0
622,1,1,"Kimball, Mr. Edwin Nelson Jr",42.0,1,0,11753,52.5542,2,0.970715212826739,0.40951072618442386,0,1,0,0,1,1,0
623,1,3,"Nakid, Mr. Sahid",20.0,1,1,2653,15.7417,3,-0.7190323103868904,-0.3312813873645368,0,1,1,0,0,1,0
624,0,3,"Hansen, Mr. Henry Damsgaard",21.0,0,0,350029,7.8542,1,-0.6422256047862709,-0.4900045872454856,0,1,0,0,1,0,1
625,0,3,"Bowen, Mr. David John ""Dai""",21.0,0,0,54636,16.1,1,-0.6422256047862709,-0.32407117848753597,0,1,0,0,1,0,1
626,0,1,"Sutton, Mr. Frederick",61.0,0,0,36963,32.3208,1,2.43004261923851,0.002346226346555142,0,1,0,0,1,0,1
627,0,2,"Kirkland, Rev. Charles Leonard",57.0,0,0,219533,12.35,1,2.122815796836032,-0.39953387256722633,0,1,0,1,0,0,1
628,1,1,"Longley, Miss. Gretchen Fiske",21.0,0,0,13502,77.9583,1,-0.6422256047862709,0.9207272132963871,1,0,0,0,1,0,1
629,0,3,"Bostandyeff, Mr. Guentcho",26.0,0,0,349224,7.8958,1,-0.25819207678317324,-0.4891674544258282,0,1,0,0,1,0,1
630,0,3,"O'Connell, Mr. Patrick D",28.0,0,0,334912,7.7333,1,-0.10457866558193422,-0.4924375045026148,0,1,0,1,0,0,1
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",80.0,0,0,27042,30.0,1,3.889370025650281,-0.04435612576548362,0,1,0,0,1,0,1
632,0,3,"Lundahl, Mr. Johan Svensson",51.0,0,0,347743,7.0542,1,1.6619755632323148,-0.5061032953158195,0,1,0,0,1,0,1
633,1,1,"Stahelin-Maeglin, Dr. Max",32.0,0,0,13214,30.5,1,0.20264815682054385,-0.034294433221524895,0,1,1,0,0,0,1
634,0,1,"Parr, Mr. William Henry Marsh",28.0,0,0,112052,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
635,0,3,"Skoog, Miss. Mabel",9.0,3,2,347088,27.9,6,-1.563906071993705,-0.08661523445011025,1,0,0,0,1,1,0
636,1,2,"Davis, Miss. Mary",28.0,0,0,237668,13.0,1,-0.10457866558193422,-0.38645367226008004,1,0,0,0,1,0,1
637,0,3,"Leinonen, Mr. Antti Gustaf",32.0,0,0,STON/O 2. 3101292,7.925,1,0.20264815682054385,-0.48857985158126105,0,1,0,0,1,0,1
638,0,2,"Collyer, Mr. Harvey",31.0,1,1,C.A. 31921,26.25,3,0.12584145121992435,-0.11981881984517401,0,1,0,0,1,1,0
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,0,5,3101295,39.6875,6,0.8939085072261196,0.15058916727371655,1,0,0,0,1,1,0
640,0,3,"Thorneycroft, Mr. Percival",28.0,1,0,376564,16.1,2,-0.10457866558193422,-0.32407117848753597,0,1,0,0,1,1,0
641,0,3,"Jensen, Mr. Hans Peder",20.0,0,0,350050,7.8542,1,-0.7190323103868904,-0.4900045872454856,0,1,0,0,1,0,1
642,1,1,"Sagesser, Mlle. Emma",24.0,0,0,PC 17477,69.3,1,-0.4118054879844123,0.7464929081896716,1,0,1,0,0,0,1
643,0,3,"Skoog, Miss. Margit Elizabeth",2.0,3,2,347088,27.9,6,-2.1015530111980416,-0.08661523445011025,1,0,0,0,1,1,0
644,1,3,"Foo, Mr. Choong",28.0,0,0,1601,56.4958,1,-0.10457866558193422,0.48882906084695926,0,1,0,0,1,0,1
645,1,3,"Baclini, Miss. Eugenie",0.75,2,1,2666,19.2583,4,-2.197561393198816,-0.26051549136436636,1,0,1,0,0,1,0
646,1,1,"Harper, Mr. Henry Sleeper",48.0,1,0,PC 17572,76.7292,2,1.431555446430456,0.895993560684828,0,1,1,0,0,1,0
647,0,3,"Cor, Mr. Liudevit",19.0,0,0,349231,7.8958,1,-0.79583901598751,-0.4891674544258282,0,1,0,0,1,0,1
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",56.0,0,0,13213,35.5,1,2.0460090912354123,0.06632249221806229,0,1,1,0,0,0,1
649,0,3,"Willey, Mr. Edward",28.0,0,0,S.O./P.P. 751,7.55,1,-0.10457866558193422,-0.4961261209892301,0,1,0,0,1,0,1
650,1,3,"Stanley, Miss. Amy Zillah Elsie",23.0,0,0,CA. 2314,7.55,1,-0.48861219358503183,-0.4961261209892301,1,0,0,0,1,0,1
651,0,3,"Mitkoff, Mr. Mito",28.0,0,0,349221,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
652,1,2,"Doling, Miss. Elsie",18.0,0,1,231919,23.0,2,-0.8726457215881294,-0.18521982138090567,1,0,0,0,1,1,0
653,0,3,"Kalvik, Mr. Johannes Halvorsen",21.0,0,0,8475,8.4333,1,-0.6422256047862709,-0.4783511349410726,0,1,0,0,1,0,1
654,1,3,"O'Leary, Miss. Hanora ""Norah""",28.0,0,0,330919,7.8292,1,-0.10457866558193422,-0.4905076718726835,1,0,0,1,0,0,1
655,0,3,"Hegarty, Miss. Hanora ""Nora""",18.0,0,0,365226,6.75,1,-0.8726457215881294,-0.512224829059564,1,0,0,1,0,0,1
656,0,2,"Hickman, Mr. Leonard Mark",24.0,2,0,S.O.C. 14879,73.5,3,-0.4118054879844123,0.8310111255589249,0,1,0,0,1,1,0
657,0,3,"Radeff, Mr. Alexander",28.0,0,0,349223,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
658,0,3,"Bourke, Mrs. John (Catherine)",32.0,1,1,364849,15.5,3,0.20264815682054385,-0.3361452095402864,1,0,0,1,0,1,0
659,0,2,"Eitemiller, Mr. George Floyd",23.0,0,0,29751,13.0,1,-0.48861219358503183,-0.38645367226008004,0,1,0,0,1,0,1
660,0,1,"Newell, Mr. Arthur Webster",58.0,0,2,35273,113.275,3,2.1996225024366516,1.6314187674308411,0,1,1,0,0,1,0
661,1,1,"Frauenthal, Dr. Henry William",50.0,2,0,PC 17611,133.65,3,1.5851688576316951,2.041432738597159,0,1,0,0,1,1,0
662,0,3,"Badt, Mr. Mohamed",40.0,0,0,2623,7.225,1,0.8171018016255001,-0.5026662211428032,0,1,1,0,0,0,1
663,0,1,"Colley, Mr. Edward Pomeroy",47.0,0,0,5727,25.5875,1,1.3547487408298367,-0.13315056246591933,0,1,0,0,1,0,1
664,0,3,"Coleff, Mr. Peju",36.0,0,0,349210,7.4958,1,0.5098749792230219,-0.4972168084609952,0,1,0,0,1,0,1
665,1,3,"Lindqvist, Mr. Eino William",20.0,1,0,STON/O 2. 3101285,7.925,2,-0.7190323103868904,-0.48857985158126105,0,1,0,0,1,1,0
666,0,2,"Hickman, Mr. Lewis",32.0,2,0,S.O.C. 14879,73.5,3,0.20264815682054385,0.8310111255589249,0,1,0,0,1,1,0
667,0,2,"Butler, Mr. Reginald Fenton",25.0,0,0,234686,13.0,1,-0.33499878238379277,-0.38645367226008004,0,1,0,0,1,0,1
668,0,3,"Rommetvedt, Mr. Knud Paust",28.0,0,0,312993,7.775,1,-0.10457866558193422,-0.4915983593444487,0,1,0,0,1,0,1
669,0,3,"Cook, Mr. Jacob",43.0,0,0,A/5 3536,8.05,1,1.0475219184273585,-0.48606442844527137,0,1,0,0,1,0,1
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",28.0,1,0,19996,52.0,2,-0.10457866558193422,0.39835834616870003,1,0,0,0,1,1,0
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,1,1,29750,39.0,3,0.8171018016255001,0.13675434002577333,1,0,0,0,1,1,0
672,0,1,"Davidson, Mr. Thornton",31.0,1,0,F.C. 12750,52.0,2,0.12584145121992435,0.39835834616870003,0,1,0,0,1,1,0
673,0,2,"Mitchell, Mr. Henry Michael",70.0,0,0,C.A. 24580,10.5,1,3.1213029696440855,-0.43676213497987365,0,1,0,0,1,0,1
674,1,2,"Wilhelms, Mr. Charles",31.0,0,0,244270,13.0,1,0.12584145121992435,-0.38645367226008004,0,1,0,0,1,0,1
675,0,2,"Watson, Mr. Ennis Hastings",28.0,0,0,239856,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",18.0,0,0,349912,7.775,1,-0.8726457215881294,-0.4915983593444487,0,1,0,0,1,0,1
677,0,3,"Sawyer, Mr. Frederick Charles",24.5,0,0,342826,8.05,1,-0.37340213518410253,-0.48606442844527137,0,1,0,0,1,0,1
678,1,3,"Turja, Miss. Anna Sofia",18.0,0,0,4138,9.8417,1,-0.8726457215881294,-0.4500093593832497,1,0,0,0,1,0,1
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,1,6,CA 2144,46.9,8,1.0475219184273585,0.29572908222032107,1,0,0,0,1,1,0
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",36.0,0,1,PC 17755,512.3292,2,0.5098749792230219,9.661740104981664,0,1,1,0,0,1,0
681,0,3,"Peters, Miss. Katie",28.0,0,0,330935,8.1375,1,-0.10457866558193422,-0.4843036322500786,1,0,0,1,0,0,1
682,1,1,"Hassab, Mr. Hammad",27.0,0,0,PC 17572,76.7292,1,-0.18138537118255374,0.895993560684828,0,1,1,0,0,0,1
683,0,3,"Olsvigen, Mr. Thor Anderson",20.0,0,0,6563,9.225,1,-0.7190323103868904,-0.46241945096696835,0,1,0,0,1,0,1
684,0,3,"Goodwin, Mr. Charles Edward",14.0,5,2,CA 2144,46.9,8,-1.1798725439906075,0.29572908222032107,0,1,0,0,1,1,0
685,0,2,"Brown, Mr. Thomas William Solomon",60.0,1,1,29750,39.0,3,2.3532359136378904,0.13675434002577333,0,1,0,0,1,1,0
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",25.0,1,2,SC/Paris 2123,41.5792,4,-0.33499878238379277,0.18865657484452997,0,1,1,0,0,1,0
687,0,3,"Panula, Mr. Jaako Arnold",14.0,4,1,3101295,39.6875,6,-1.1798725439906075,0.15058916727371655,0,1,0,0,1,1,0
688,0,3,"Dakic, Mr. Branko",19.0,0,0,349228,10.1708,1,-0.79583901598751,-0.44338675335081607,0,1,0,0,1,0,1
689,0,3,"Fischer, Mr. Eberhard Thelander",18.0,0,0,350036,7.7958,1,-0.8726457215881294,-0.49117979293462,0,1,0,0,1,0,1
690,1,1,"Madill, Miss. Georgette Alexandra",15.0,0,1,24160,211.3375,2,-1.103065838389988,3.6047682176147444,1,0,0,0,1,1,0
691,1,1,"Dick, Mr. Albert Adrian",31.0,1,0,17474,57.0,2,0.12584145121992435,0.4989752716082872,0,1,0,0,1,1,0
692,1,3,"Karun, Miss. Manca",4.0,0,1,349256,13.4167,2,-1.9479395999968028,-0.37806825769394486,1,0,1,0,0,1,0
693,1,3,"Lam, Mr. Ali",28.0,0,0,1601,56.4958,1,-0.10457866558193422,0.48882906084695926,0,1,0,0,1,0,1
694,0,3,"Saad, Mr. Khalil",25.0,0,0,2672,7.225,1,-0.33499878238379277,-0.5026662211428032,0,1,1,0,0,0,1
695,0,1,"Weir, Col. John",60.0,0,0,113800,26.55,1,2.3532359136378904,-0.11378180431879875,0,1,0,0,1,0,1
696,0,2,"Chapman, Mr. Charles Henry",52.0,0,0,248731,13.5,1,1.7387822688329342,-0.3763919797161213,0,1,0,0,1,0,1
697,0,3,"Kelly, Mr. James",44.0,0,0,363592,8.05,1,1.1243286240279782,-0.48606442844527137,0,1,0,0,1,0,1
698,1,3,"Mullens, Miss. Katherine ""Katie""",28.0,0,0,35852,7.7333,1,-0.10457866558193422,-0.4924375045026148,1,0,0,1,0,0,1
699,0,1,"Thayer, Mr. John Borland",49.0,1,1,17421,110.8833,3,1.5083621520310757,1.583289667316069,0,1,1,0,0,1,0
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,0,0,348121,7.65,1,0.970715212826739,-0.49411378248043836,0,1,0,0,1,0,1
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0,1,0,PC 17757,227.525,2,-0.8726457215881294,3.930515513725408,1,0,1,0,0,1,0
702,1,1,"Silverthorne, Mr. Spencer Victor",35.0,0,0,PC 17475,26.2875,1,0.4330682736224024,-0.11906419290437707,0,1,0,0,1,0,1
703,0,3,"Barbara, Miss. Saiide",18.0,0,1,2691,14.4542,2,-0.8726457215881294,-0.3571902456652305,1,0,1,0,0,1,0
704,0,3,"Gallagher, Mr. Martin",25.0,0,0,36864,7.7417,1,-0.33499878238379277,-0.4922684680678763,0,1,0,1,0,0,1
705,0,3,"Hansen, Mr. Henrik Juul",26.0,1,0,350025,7.8542,2,-0.25819207678317324,-0.4900045872454856,0,1,0,0,1,1,0
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39.0,0,0,250655,26.0,1,0.7402950960248805,-0.12484966611715337,0,1,0,0,1,0,1
707,1,2,"Kelly, Mrs. Florence ""Fannie""",45.0,0,0,223596,13.5,1,1.2011353296285976,-0.3763919797161213,1,0,0,0,1,0,1
708,1,1,"Calderhead, Mr. Edward Pennington",42.0,0,0,PC 17476,26.2875,1,0.970715212826739,-0.11906419290437707,0,1,0,0,1,0,1
709,1,1,"Cleaver, Miss. Alice",22.0,0,0,113781,151.55,1,-0.5654188991856514,2.401641331670881,1,0,0,0,1,0,1
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",28.0,1,1,2661,15.2458,3,-0.10457866558193422,-0.34126057402963506,0,1,1,0,0,1,0
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0,0,0,PC 17482,49.5042,1,-0.4118054879844123,0.34813440166627563,1,0,1,0,0,0,1
712,0,1,"Klaber, Mr. Herman",28.0,0,0,113028,26.55,1,-0.10457866558193422,-0.11378180431879875,0,1,0,0,1,0,1
713,1,1,"Taylor, Mr. Elmer Zebley",48.0,1,0,19996,52.0,2,1.431555446430456,0.39835834616870003,0,1,0,0,1,1,0
714,0,3,"Larsson, Mr. August Viktor",29.0,0,0,7545,9.4833,1,-0.027771959981314702,-0.4572215805987593,0,1,0,0,1,0,1
715,0,2,"Greenberg, Mr. Samuel",52.0,0,0,250647,13.0,1,1.7387822688329342,-0.38645367226008004,0,1,0,0,1,0,1
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,0,0,348124,7.65,1,-0.79583901598751,-0.49411378248043836,0,1,0,0,1,0,1
717,1,1,"Endres, Miss. Caroline Louise",38.0,0,0,PC 17757,227.525,1,0.663488390424261,3.930515513725408,1,0,1,0,0,0,1
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",27.0,0,0,34218,10.5,1,-0.18138537118255374,-0.43676213497987365,1,0,0,0,1,0,1
719,0,3,"McEvoy, Mr. Michael",28.0,0,0,36568,15.5,1,-0.10457866558193422,-0.3361452095402864,0,1,0,1,0,0,1
720,0,3,"Johnson, Mr. Malkolm Joackim",33.0,0,0,347062,7.775,1,0.27945486242116335,-0.4915983593444487,0,1,0,0,1,0,1
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",6.0,0,1,248727,33.0,2,-1.7943261887955637,0.016014029498268696,1,0,0,0,1,1,0
